iter	RMSE
420	0.2393925258
421	0.2392801159
422	0.2392183502
423	0.2391732489
424	0.2391095343
425	0.2390537122
426	0.2389930441
427	0.2388912235
428	0.2388340822
429	0.23878481
430	0.238712867
431	0.2386791477
432	0.2386122248
433	0.2385537526
434	0.2385096061
435	0.2384449045
436	0.2383861882
437	0.2382197492
438	0.2381540705
439	0.2380798234
440	0.2380311838
441	0.2379775673
442	0.2379077604
443	0.2378269079
444	0.2377113219
445	0.2376241911
446	0.2375815093
447	0.2375040813
448	0.2374591954
449	0.2373959875
450	0.2373430966
451	0.2372649229
452	0.2372210474
453	0.2371879625
454	0.2371366855
455	0.2370923183
456	0.2370517778
457	0.2369939201
458	0.236900205
459	0.2368481323
460	0.2367515606
461	0.2366918813
462	0.2366335535
463	0.2366012125
464	0.2365363415
465	0.2364734195
466	0.236420735
467	0.2363605553
468	0.2363198936
469	0.2362611661
470	0.2362074005
471	0.2361137221
472	0.2360501029
473	0.236001939
474	0.2359451771
475	0.2357786614
476	0.2357262656
477	0.2356610464
478	0.235629463
479	0.235584597
480	0.2355454725
481	0.235492904
482	0.2353481307
483	0.23528945
484	0.2352153614
485	0.235155587
486	0.2351034824
487	0.2350588352
488	0.2350033485
489	0.2349313876
490	0.2348778215
491	0.2348236117
492	0.2347643059
493	0.2347168687
494	0.2346856067
495	0.2346461151
496	0.2345855398
497	0.2345228039
498	0.234476745
499	0.2344354705
500	0.234382672
501	0.234317079
502	0.2342655052
503	0.23422753
504	0.2341372254
505	0.2340633369
506	0.2339996823
507	0.2339471155
508	0.2338983876
509	0.2338471071
510	0.2337604108
511	0.2336669329
512	0.2336121151
513	0.2335816223
514	0.2335375054
515	0.2335093337
516	0.2334469003
517	0.2333848566
518	0.2333309017
519	0.2332839649
520	0.233230758
521	0.2331753505
522	0.2331320629
523	0.2330946662
524	0.2330220024
525	0.2329683863
526	0.2328827783
527	0.2328396852
528	0.232758609
529	0.232675615
530	0.2326007275
531	0.2325249387
532	0.2324716935
533	0.232442167
534	0.2323814383
535	0.2322973408
536	0.2322334478
537	0.2321500441
538	0.2320950637
539	0.232067892
540	0.2320195094
541	0.2319827458
542	0.2319254534
543	0.2318834658
544	0.2318332965
545	0.2317736772
546	0.2316895154
547	0.2316204448
548	0.2315773713
549	0.231514152
550	0.2314618187
551	0.2313668209
552	0.2313100658
553	0.2312632336
554	0.2312131544
555	0.2311715836
556	0.2311345342
557	0.2310885794
558	0.2310475512
559	0.2309935648
560	0.2309443396
561	0.2309175274
562	0.2308716532
563	0.2308206058
564	0.2307722629
565	0.2306287901
566	0.2305703753
567	0.2305296981
568	0.2304942767
569	0.2304359638
570	0.2303831537
571	0.2303380403
572	0.2302965926
573	0.230195711
574	0.2301478322
575	0.2300638627
576	0.2300090143
577	0.2299403714
578	0.2298719635
579	0.2298438975
580	0.2297839612
581	0.2297366893
582	0.2296554985
583	0.2296206539
584	0.2295642209
585	0.2295138338
586	0.2294699233
587	0.2294017222
588	0.2293620491
589	0.2293362104
590	0.2292882584
591	0.2292381746
592	0.229178333
593	0.2291186496
594	0.2290793909
595	0.2290171674
596	0.2289629809
597	0.228928697
598	0.2288711751
599	0.2288301769
600	0.2287719796
601	0.2287243347
602	0.2286854055
603	0.2286042334
604	0.2285769188
605	0.2285256461
606	0.2284233628
607	0.2283672808
608	0.2283226644
609	0.2282839811
610	0.2282503279
611	0.2281938352
612	0.2281487099
613	0.2281024777
614	0.2280517375
615	0.2279523241
616	0.2278972669
617	0.2278611915
618	0.2278213548
619	0.2277943345
620	0.2277694258
621	0.2277224888
622	0.2276425474
623	0.2275965719
624	0.2275438217
625	0.227491778
626	0.2274537855
627	0.2273995408
628	0.2273526425
629	0.2272958904
630	0.2272619867
631	0.2272169006
632	0.2271785089
633	0.2271186696
634	0.2270727968
635	0.2270317168
636	0.226979115
637	0.2269319654
638	0.2268657723
639	0.2268226987
640	0.2267677572
641	0.2267431963
642	0.2266542739
643	0.226612233
644	0.2265651299
645	0.2265325339
646	0.2264529161
647	0.2263984865
648	0.2263602743
649	0.2262651258
650	0.2262202988
651	0.2261713341
652	0.2261180912
653	0.2260789491
654	0.2260529787
655	0.2260213906
656	0.2259769663
657	0.2259189328
658	0.2258728016
659	0.2258471418
660	0.2258105206
661	0.225769361
662	0.2257216567
663	0.2256851682
664	0.2256353893
665	0.2255639514
666	0.2255198749
667	0.2254880545
668	0.2254219169
669	0.225340263
670	0.2253026878
671	0.2252559713
672	0.225210898
673	0.2251224164
674	0.2251004263
675	0.2250532711
676	0.2250163808
677	0.2249363885
678	0.2248895395
679	0.2248248829
680	0.2247846755
681	0.224753291
682	0.2246171349
683	0.2245753936
684	0.2245270533
685	0.2244849693
686	0.2243825268
687	0.2243467898
688	0.224300657
689	0.2242756463
690	0.2242218554
691	0.2241870091
692	0.2241356933
693	0.2240996419
694	0.2240561454
695	0.2240101622
696	0.2239905614
697	0.2239504121
698	0.2238958604
699	0.2238091936
700	0.2237659078
701	0.2237307515
702	0.2236724458
703	0.2236213589
704	0.2235525116
705	0.2234732947
706	0.2234242649
707	0.2233935277
708	0.2233417883
709	0.223316996
710	0.223277806
711	0.2232531549
712	0.223208226
713	0.2231383307
714	0.2230888033
715	0.2230539366
716	0.2229538807
717	0.2228871638
718	0.2228471716
719	0.2228173903
720	0.222750607
721	0.2227137915
722	0.2226677063
723	0.2226270224
724	0.222579095
725	0.2225376106
726	0.2225073971
727	0.2224729072
728	0.2224344491
729	0.2223904884
730	0.2223470403
731	0.2223243096
732	0.2222899639
733	0.2222403121
734	0.2222012918
735	0.2221418439
736	0.22209332
737	0.222069278
738	0.2220250684
739	0.2219826875
740	0.2219529092
741	0.2219187584
742	0.2218812017
743	0.2218472588
744	0.221801789
745	0.2217579732
746	0.2217341599
747	0.2216842564
748	0.2216436507
749	0.2215632413
750	0.2215264106
751	0.2214791756
752	0.2214457307
753	0.2214041249
754	0.221387179
755	0.2213464014
756	0.2213227387
757	0.2212933757
758	0.22125713
759	0.2211918381
760	0.2211449575
761	0.2211214477
762	0.221074611
763	0.2210069293
764	0.2209760435
765	0.2209095091
766	0.2208616599
767	0.2208198027
768	0.2207966009
769	0.2207675147
770	0.2206709199
771	0.2206226898
772	0.2205570038
773	0.220475823
774	0.2203535031
775	0.220308468
776	0.2202767181
777	0.2202350247
778	0.220197394
779	0.2201389937
780	0.2200954139
781	0.2200624555
782	0.2199819723
783	0.2199393919
784	0.219899992
785	0.2198552927
786	0.219787995
787	0.2197443574
788	0.2197156037
789	0.2196828629
790	0.2196416528
791	0.2196037285
792	0.2195891556
793	0.219566183
794	0.2195259965
795	0.2194934312
796	0.2194649276
797	0.2194294335
798	0.2193902721
799	0.2193424016
800	0.2193113052
801	0.2192504459
802	0.2191837835
803	0.2191423656
804	0.2191109698
805	0.2190881546
806	0.2190402002
807	0.2189970397
808	0.2189688985
809	0.2189124694
810	0.2188897842
811	0.2188512228
812	0.2188011527
813	0.2187407943
814	0.2187050503
815	0.2186634844
816	0.2186202545
817	0.2185548666
818	0.2185322851
819	0.2185002876
820	0.2184228653
821	0.2183863741
822	0.2183431794
823	0.2183206856
824	0.2182649529
825	0.2182330252
826	0.2181957432
827	0.2181503829
828	0.2181381446
829	0.218106352
830	0.2180792939
831	0.2180360365
832	0.2180010308
833	0.2179719421
834	0.2179496853
835	0.2178189721
836	0.2177780391
837	0.2177407493
838	0.2177131676
839	0.217673201
840	0.217628977
841	0.2175373305
842	0.2174768291
843	0.2174453061
844	0.2174090577
845	0.217369657
846	0.217329165
847	0.2172863295
848	0.217252208
849	0.2172209301
850	0.2171542898
851	0.2171269636
852	0.2170701836
853	0.2170208642
854	0.2169728265
855	0.2169508111
856	0.2169029883
857	0.216865598
858	0.2168344498
859	0.2167748579
860	0.2167529489
861	0.2167122114
862	0.2166741186
863	0.216652407
864	0.2166200539
865	0.2165929551
866	0.2165300743
867	0.2164937015
868	0.2164431971
869	0.2163590377
870	0.2163174283
871	0.2162828369
872	0.2162527735
873	0.2162094346
874	0.2161975582
875	0.2161243842
876	0.216102812
877	0.2160665324
878	0.2160251543
879	0.2159983784
880	0.2159563317
881	0.215925738
882	0.2158917917
883	0.2158703328
884	0.2158399133
885	0.2158003468
886	0.2157737377
887	0.215737562
888	0.2156352182
889	0.2156138647
890	0.2155758127
891	0.2155455465
892	0.2155114823
893	0.2154502857
894	0.2153995494
895	0.2153677279
896	0.2153413299
897	0.2153262388
898	0.2152848089
899	0.2152546758
900	0.2152192251
901	0.2151796229
902	0.2151474262
903	0.2151212368
904	0.215073923
905	0.2150440699
906	0.2149997421
907	0.2148916705
908	0.2148538924
909	0.214832871
910	0.2147835121
911	0.2147442689
912	0.2147064618
913	0.2146728996
914	0.2146354724
915	0.2145971957
916	0.2145328025
917	0.2144965589
918	0.2144667861
919	0.214432098
920	0.2143976539
921	0.2143766552
922	0.2143443377
923	0.2143184543
924	0.2142889131
925	0.2142681386
926	0.214224736
927	0.2141872837
928	0.2141443031
929	0.2140875727
930	0.2140539647
931	0.2140244646
932	0.2139858762
933	0.2139651772
934	0.213932394
935	0.2138966565
936	0.2138853101
937	0.2138437639
938	0.2138181123
939	0.2137888932
940	0.213749773
941	0.2136841624
942	0.2136409251
943	0.2136084213
944	0.2135878815
945	0.2135152709
946	0.2134719245
947	0.2134428096
948	0.2134223232
949	0.2133847913
950	0.2133514759
951	0.2133261356
952	0.2132397165
953	0.2132009261
954	0.2131667283
955	0.2131378231
956	0.2131044686
957	0.2130840973
958	0.213051033
959	0.2130141323
960	0.2129853704
961	0.2129170705
962	0.2128969595
963	0.2128567852
964	0.212831655
965	0.2128025853
966	0.2127672939
967	0.2126844639
968	0.2126465244
969	0.2126066137
970	0.2125781519
971	0.2125473148
972	0.2125204206
973	0.2124961272
974	0.2124474528
975	0.2124050537
976	0.2123849676
977	0.2123427087
978	0.2123315978
979	0.212305452
980	0.212274326
981	0.212254353
982	0.2122080105
983	0.2121832084
984	0.212128343
985	0.2120941575
986	0.21203894
987	0.2120085346
988	0.2119704696
989	0.2119506539
990	0.2119157958
991	0.2118808204
992	0.2117726979
993	0.2117480043
994	0.2116440583
995	0.2116003982
996	0.2115663367
997	0.2115380846
998	0.2115097658
999	0.2114731352
